product_id,product_number,product_name,product_cost,product_line,category_id,start_date,end_date
352,BK-M68S-38,Mountain-200 Silver- 38,1118,Mountain,BI_MB,2012-07-01,2013-06-30
353,BK-M68S-38,Mountain-200 Silver- 38,1266,Mountain,BI_MB,2013-07-01,
354,BK-M68S-42,Mountain-200 Silver- 42,1118,Mountain,BI_MB,2012-07-01,2013-06-30
355,BK-M68S-42,Mountain-200 Silver- 42,1266,Mountain,BI_MB,2013-07-01,
356,BK-M68S-46,Mountain-200 Silver- 46,1118,Mountain,BI_MB,2012-07-01,2013-06-30
357,BK-M68S-46,Mountain-200 Silver- 46,1266,Mountain,BI_MB,2013-07-01,
348,BK-M82B-38,Mountain-100 Black- 38,1898,Mountain,BI_MB,2011-07-01,
349,BK-M82B-42,Mountain-100 Black- 42,1898,Mountain,BI_MB,2011-07-01,
350,BK-M82B-44,Mountain-100 Black- 44,1898,Mountain,BI_MB,2011-07-01,
351,BK-M82B-48,Mountain-100 Black- 48,1898,Mountain,BI_MB,2011-07-01,
344,BK-M82S-38,Mountain-100 Silver- 38,1912,Mountain,BI_MB,2011-07-01,
345,BK-M82S-42,Mountain-100 Silver- 42,1912,Mountain,BI_MB,2011-07-01,
346,BK-M82S-44,Mountain-100 Silver- 44,1912,Mountain,BI_MB,2011-07-01,
347,BK-M82S-48,Mountain-100 Silver- 48,1912,Mountain,BI_MB,2011-07-01,
604,BK-R19B-44,Road-750 Black- 44,344,Road,BI_RB,2013-07-01,
605,BK-R19B-48,Road-750 Black- 48,344,Road,BI_RB,2013-07-01,
606,BK-R19B-52,Road-750 Black- 52,344,Road,BI_RB,2013-07-01,
584,BK-R19B-58,Road-750 Black- 58,344,Road,BI_RB,2013-07-01,
338,BK-R50B-44,Road-650 Black- 44,413,Road,BI_RB,2011-07-01,2012-06-30
339,BK-R50B-44,Road-650 Black- 44,487,Road,BI_RB,2012-07-01,
340,BK-R50B-48,Road-650 Black- 48,413,Road,BI_RB,2011-07-01,2012-06-30
341,BK-R50B-48,Road-650 Black- 48,487,Road,BI_RB,2012-07-01,
342,BK-R50B-52,Road-650 Black- 52,413,Road,BI_RB,2011-07-01,2012-06-30
343,BK-R50B-52,Road-650 Black- 52,487,Road,BI_RB,2012-07-01,
332,BK-R50B-58,Road-650 Black- 58,413,Road,BI_RB,2011-07-01,2012-06-30
333,BK-R50B-58,Road-650 Black- 58,487,Road,BI_RB,2012-07-01,
334,BK-R50B-60,Road-650 Black- 60,413,Road,BI_RB,2011-07-01,2012-06-30
335,BK-R50B-60,Road-650 Black- 60,487,Road,BI_RB,2012-07-01,
336,BK-R50B-62,Road-650 Black- 62,413,Road,BI_RB,2011-07-01,2012-06-30
337,BK-R50B-62,Road-650 Black- 62,487,Road,BI_RB,2012-07-01,
326,BK-R50R-44,Road-650 Red- 44,413,Road,BI_RB,2011-07-01,2012-06-30
327,BK-R50R-44,Road-650 Red- 44,487,Road,BI_RB,2012-07-01,
328,BK-R50R-48,Road-650 Red- 48,413,Road,BI_RB,2011-07-01,2012-06-30
329,BK-R50R-48,Road-650 Red- 48,487,Road,BI_RB,2012-07-01,
330,BK-R50R-52,Road-650 Red- 52,413,Road,BI_RB,2011-07-01,2012-06-30
331,BK-R50R-52,Road-650 Red- 52,487,Road,BI_RB,2012-07-01,
320,BK-R50R-58,Road-650 Red- 58,413,Road,BI_RB,2011-07-01,2012-06-30
321,BK-R50R-58,Road-650 Red- 58,487,Road,BI_RB,2012-07-01,
322,BK-R50R-60,Road-650 Red- 60,413,Road,BI_RB,2011-07-01,2012-06-30
323,BK-R50R-60,Road-650 Red- 60,487,Road,BI_RB,2012-07-01,
324,BK-R50R-62,Road-650 Red- 62,413,Road,BI_RB,2011-07-01,2012-06-30
325,BK-R50R-62,Road-650 Red- 62,487,Road,BI_RB,2012-07-01,
381,BK-R64Y-38,Road-550-W Yellow- 38,606,Road,BI_RB,2012-07-01,2013-06-30
382,BK-R64Y-38,Road-550-W Yellow- 38,713,Road,BI_RB,2013-07-01,
383,BK-R64Y-40,Road-550-W Yellow- 40,606,Road,BI_RB,2012-07-01,2013-06-30
384,BK-R64Y-40,Road-550-W Yellow- 40,713,Road,BI_RB,2013-07-01,
385,BK-R64Y-42,Road-550-W Yellow- 42,606,Road,BI_RB,2012-07-01,2013-06-30
386,BK-R64Y-42,Road-550-W Yellow- 42,713,Road,BI_RB,2013-07-01,
387,BK-R64Y-44,Road-550-W Yellow- 44,606,Road,BI_RB,2012-07-01,2013-06-30
388,BK-R64Y-44,Road-550-W Yellow- 44,713,Road,BI_RB,2013-07-01,
389,BK-R64Y-48,Road-550-W Yellow- 48,606,Road,BI_RB,2012-07-01,2013-06-30
390,BK-R64Y-48,Road-550-W Yellow- 48,713,Road,BI_RB,2013-07-01,
317,BK-R68R-44,Road-450 Red- 44,885,Road,BI_RB,2011-07-01,
318,BK-R68R-48,Road-450 Red- 48,885,Road,BI_RB,2011-07-01,
319,BK-R68R-52,Road-450 Red- 52,885,Road,BI_RB,2011-07-01,
315,BK-R68R-58,Road-450 Red- 58,885,Road,BI_RB,2011-07-01,
316,BK-R68R-60,Road-450 Red- 60,885,Road,BI_RB,2011-07-01,
580,BK-R79Y-40,Road-350-W Yellow- 40,1083,Road,BI_RB,2013-07-01,
581,BK-R79Y-42,Road-350-W Yellow- 42,1083,Road,BI_RB,2013-07-01,
582,BK-R79Y-44,Road-350-W Yellow- 44,1083,Road,BI_RB,2013-07-01,
583,BK-R79Y-48,Road-350-W Yellow- 48,1083,Road,BI_RB,2013-07-01,
373,BK-R89B-44,Road-250 Black- 44,1321,Road,BI_RB,2012-07-01,2013-06-30
374,BK-R89B-44,Road-250 Black- 44,1555,Road,BI_RB,2013-07-01,
375,BK-R89B-48,Road-250 Black- 48,1321,Road,BI_RB,2012-07-01,2013-06-30
376,BK-R89B-48,Road-250 Black- 48,1555,Road,BI_RB,2013-07-01,
377,BK-R89B-52,Road-250 Black- 52,1321,Road,BI_RB,2012-07-01,2013-06-30
378,BK-R89B-52,Road-250 Black- 52,1555,Road,BI_RB,2013-07-01,
379,BK-R89B-58,Road-250 Black- 58,1321,Road,BI_RB,2012-07-01,2013-06-30
380,BK-R89B-58,Road-250 Black- 58,1555,Road,BI_RB,2013-07-01,
368,BK-R89R-44,Road-250 Red- 44,1519,Road,BI_RB,2012-07-01,
369,BK-R89R-48,Road-250 Red- 48,1519,Road,BI_RB,2012-07-01,
370,BK-R89R-52,Road-250 Red- 52,1519,Road,BI_RB,2012-07-01,
371,BK-R89R-58,Road-250 Red- 58,1321,Road,BI_RB,2012-07-01,2013-06-30
372,BK-R89R-58,Road-250 Red- 58,1555,Road,BI_RB,2013-07-01,
311,BK-R93R-44,Road-150 Red- 44,2171,Road,BI_RB,2011-07-01,
312,BK-R93R-48,Road-150 Red- 48,2171,Road,BI_RB,2011-07-01,
313,BK-R93R-52,Road-150 Red- 52,2171,Road,BI_RB,2011-07-01,
314,BK-R93R-56,Road-150 Red- 56,2171,Road,BI_RB,2011-07-01,
310,BK-R93R-62,Road-150 Red- 62,2171,Road,BI_RB,2011-07-01,
585,BK-T18U-44,Touring-3000 Blue- 44,461,Touring,BI_TB,2013-07-01,
586,BK-T18U-50,Touring-3000 Blue- 50,461,Touring,BI_TB,2013-07-01,
565,BK-T18U-54,Touring-3000 Blue- 54,461,Touring,BI_TB,2013-07-01,
566,BK-T18U-58,Touring-3000 Blue- 58,461,Touring,BI_TB,2013-07-01,
567,BK-T18U-62,Touring-3000 Blue- 62,461,Touring,BI_TB,2013-07-01,
568,BK-T18Y-44,Touring-3000 Yellow- 44,461,Touring,BI_TB,2013-07-01,
569,BK-T18Y-50,Touring-3000 Yellow- 50,461,Touring,BI_TB,2013-07-01,
570,BK-T18Y-54,Touring-3000 Yellow- 54,461,Touring,BI_TB,2013-07-01,
571,BK-T18Y-58,Touring-3000 Yellow- 58,461,Touring,BI_TB,2013-07-01,
572,BK-T18Y-62,Touring-3000 Yellow- 62,461,Touring,BI_TB,2013-07-01,
577,BK-T44U-46,Touring-2000 Blue- 46,755,Touring,BI_TB,2013-07-01,
578,BK-T44U-50,Touring-2000 Blue- 50,755,Touring,BI_TB,2013-07-01,
579,BK-T44U-54,Touring-2000 Blue- 54,755,Touring,BI_TB,2013-07-01,
560,BK-T44U-60,Touring-2000 Blue- 60,755,Touring,BI_TB,2013-07-01,
573,BK-T79U-46,Touring-1000 Blue- 46,1482,Touring,BI_TB,2013-07-01,
574,BK-T79U-50,Touring-1000 Blue- 50,1482,Touring,BI_TB,2013-07-01,
575,BK-T79U-54,Touring-1000 Blue- 54,1482,Touring,BI_TB,2013-07-01,
576,BK-T79U-60,Touring-1000 Blue- 60,1482,Touring,BI_TB,2013-07-01,
561,BK-T79Y-46,Touring-1000 Yellow- 46,1482,Touring,BI_TB,2013-07-01,
562,BK-T79Y-50,Touring-1000 Yellow- 50,1482,Touring,BI_TB,2013-07-01,
563,BK-T79Y-54,Touring-1000 Yellow- 54,1482,Touring,BI_TB,2013-07-01,
564,BK-T79Y-60,Touring-1000 Yellow- 60,1482,Touring,BI_TB,2013-07-01,
223,CA-1098,AWC Logo Cap,6,Other Sales,CL_CA,2011-07-01,2012-06-30
224,CA-1098,AWC Logo Cap,5,Other Sales,CL_CA,2012-07-01,2013-06-30
225,CA-1098,AWC Logo Cap,7,Other Sales,CL_CA,2013-07-01,
559,CH-0234,Chain,9,n/a,CO_CH,2013-07-01,
484,CL-9009,Bike Wash - Dissolver,3,Other Sales,AC_CL,2013-07-01,
556,CS-4759,LL Crankset,78,n/a,CO_CS,2013-07-01,
557,CS-6583,ML Crankset,114,n/a,CO_CS,2013-07-01,
558,CS-9183,HL Crankset,180,n/a,CO_CS,2013-07-01,
555,FB-9873,Front Brakes,47,n/a,CO_BR,2013-07-01,
552,FD-2342,Front Derailleur,41,n/a,CO_DE,2013-07-01,
485,FE-6654,Fender Set - Mountain,8,Mountain,AC_FE,2013-07-01,
391,FK-1639,LL Fork,66,n/a,CO_FO,2012-07-01,
392,FK-5136,ML Fork,78,n/a,CO_FO,2012-07-01,
393,FK-9939,HL Fork,102,n/a,CO_FO,2012-07-01,
550,FR-M21B-40,LL Mountain Frame - Black- 40,137,Mountain,CO_MF,2013-07-01,
531,FR-M21B-42,LL Mountain Frame - Black- 42,137,Mountain,CO_MF,2013-07-01,
532,FR-M21B-44,LL Mountain Frame - Black- 44,137,Mountain,CO_MF,2013-07-01,
533,FR-M21B-48,LL Mountain Frame - Black- 48,137,Mountain,CO_MF,2013-07-01,
534,FR-M21B-52,LL Mountain Frame - Black- 52,137,Mountain,CO_MF,2013-07-01,
551,FR-M21S-40,LL Mountain Frame - Silver- 40,145,Mountain,CO_MF,2013-07-01,
524,FR-M21S-42,LL Mountain Frame - Silver- 42,145,Mountain,CO_MF,2013-07-01,
525,FR-M21S-44,LL Mountain Frame - Silver- 44,145,Mountain,CO_MF,2013-07-01,
526,FR-M21S-48,LL Mountain Frame - Silver- 48,145,Mountain,CO_MF,2013-07-01,
527,FR-M21S-52,LL Mountain Frame - Silver- 52,145,Mountain,CO_MF,2013-07-01,
409,FR-M63B-38,ML Mountain Frame - Black- 38,186,Mountain,CO_MF,2012-07-01,
426,FR-M63B-40,ML Mountain Frame - Black- 40,186,Mountain,CO_MF,2012-07-01,
427,FR-M63B-44,ML Mountain Frame - Black- 44,186,Mountain,CO_MF,2012-07-01,
428,FR-M63B-48,ML Mountain Frame - Black- 48,186,Mountain,CO_MF,2012-07-01,
549,FR-M63S-38,ML Mountain Frame-W - Silver- 38,199,Mountain,CO_MF,2013-07-01,
511,FR-M63S-40,ML Mountain Frame-W - Silver- 40,199,Mountain,CO_MF,2013-07-01,
512,FR-M63S-42,ML Mountain Frame-W - Silver- 42,199,Mountain,CO_MF,2013-07-01,
513,FR-M63S-46,ML Mountain Frame-W - Silver- 46,199,Mountain,CO_MF,2013-07-01,
304,FR-M94B-38,HL Mountain Frame - Black- 38,617,Mountain,CO_MF,2011-07-01,2012-06-30
305,FR-M94B-38,HL Mountain Frame - Black- 38,654,Mountain,CO_MF,2012-07-01,2013-06-30
306,FR-M94B-38,HL Mountain Frame - Black- 38,739,Mountain,CO_MF,2013-07-01,
296,FR-M94B-42,HL Mountain Frame - Black- 42,617,Mountain,CO_MF,2011-07-01,2012-06-30
297,FR-M94B-42,HL Mountain Frame - Black- 42,654,Mountain,CO_MF,2012-07-01,2013-06-30
298,FR-M94B-42,HL Mountain Frame - Black- 42,739,Mountain,CO_MF,2013-07-01,
299,FR-M94B-44,HL Mountain Frame - Black- 44,699,Mountain,CO_MF,2011-07-01,
301,FR-M94B-46,HL Mountain Frame - Black- 46,617,Mountain,CO_MF,2011-07-01,2012-06-30
302,FR-M94B-46,HL Mountain Frame - Black- 46,654,Mountain,CO_MF,2012-07-01,2013-06-30
303,FR-M94B-46,HL Mountain Frame - Black- 46,739,Mountain,CO_MF,2013-07-01,
300,FR-M94B-48,HL Mountain Frame - Black- 48,699,Mountain,CO_MF,2011-07-01,
307,FR-M94S-38,HL Mountain Frame - Silver- 38,624,Mountain,CO_MF,2011-07-01,2012-06-30
308,FR-M94S-38,HL Mountain Frame - Silver- 38,661,Mountain,CO_MF,2012-07-01,2013-06-30
309,FR-M94S-38,HL Mountain Frame - Silver- 38,747,Mountain,CO_MF,2013-07-01,
288,FR-M94S-42,HL Mountain Frame - Silver- 42,624,Mountain,CO_MF,2011-07-01,2012-06-30
289,FR-M94S-42,HL Mountain Frame - Silver- 42,661,Mountain,CO_MF,2012-07-01,2013-06-30
290,FR-M94S-42,HL Mountain Frame - Silver- 42,747,Mountain,CO_MF,2013-07-01,
291,FR-M94S-44,HL Mountain Frame - Silver- 44,707,Mountain,CO_MF,2011-07-01,
293,FR-M94S-46,HL Mountain Frame - Silver- 46,624,Mountain,CO_MF,2011-07-01,2012-06-30
294,FR-M94S-46,HL Mountain Frame - Silver- 46,661,Mountain,CO_MF,2012-07-01,2013-06-30
295,FR-M94S-46,HL Mountain Frame - Silver- 46,747,Mountain,CO_MF,2013-07-01,
292,FR-M94S-52,HL Mountain Frame - Silver- 48,707,Mountain,CO_MF,2011-07-01,
279,FR-R38B-44,LL Road Frame - Black- 44,176,Road,CO_RF,2011-07-01,2012-06-30
280,FR-R38B-44,LL Road Frame - Black- 44,170,Road,CO_RF,2012-07-01,2013-06-30
281,FR-R38B-44,LL Road Frame - Black- 44,205,Road,CO_RF,2013-07-01,
282,FR-R38B-48,LL Road Frame - Black- 48,176,Road,CO_RF,2011-07-01,2012-06-30
283,FR-R38B-48,LL Road Frame - Black- 48,170,Road,CO_RF,2012-07-01,2013-06-30
284,FR-R38B-48,LL Road Frame - Black- 48,205,Road,CO_RF,2013-07-01,
285,FR-R38B-52,LL Road Frame - Black- 52,176,Road,CO_RF,2011-07-01,2012-06-30
286,FR-R38B-52,LL Road Frame - Black- 52,170,Road,CO_RF,2012-07-01,2013-06-30
287,FR-R38B-52,LL Road Frame - Black- 52,205,Road,CO_RF,2013-07-01,
253,FR-R38B-58,LL Road Frame - Black- 58,176,Road,CO_RF,2011-07-01,2012-06-30
254,FR-R38B-58,LL Road Frame - Black- 58,170,Road,CO_RF,2012-07-01,2013-06-30
255,FR-R38B-58,LL Road Frame - Black- 58,205,Road,CO_RF,2013-07-01,
256,FR-R38B-60,LL Road Frame - Black- 60,176,Road,CO_RF,2011-07-01,2012-06-30
257,FR-R38B-60,LL Road Frame - Black- 60,170,Road,CO_RF,2012-07-01,2013-06-30
258,FR-R38B-60,LL Road Frame - Black- 60,205,Road,CO_RF,2013-07-01,
259,FR-R38B-62,LL Road Frame - Black- 62,176,Road,CO_RF,2011-07-01,2012-06-30
260,FR-R38B-62,LL Road Frame - Black- 62,170,Road,CO_RF,2012-07-01,2013-06-30
261,FR-R38B-62,LL Road Frame - Black- 62,205,Road,CO_RF,2013-07-01,
262,FR-R38R-44,LL Road Frame - Red- 44,181,Road,CO_RF,2011-07-01,2012-06-30
263,FR-R38R-44,LL Road Frame - Red- 44,187,Road,CO_RF,2012-07-01,
264,FR-R38R-48,LL Road Frame - Red- 48,181,Road,CO_RF,2011-07-01,2012-06-30
265,FR-R38R-48,LL Road Frame - Red- 48,187,Road,CO_RF,2012-07-01,
266,FR-R38R-52,LL Road Frame - Red- 52,181,Road,CO_RF,2011-07-01,2012-06-30
267,FR-R38R-52,LL Road Frame - Red- 52,187,Road,CO_RF,2012-07-01,
268,FR-R38R-58,LL Road Frame - Red- 58,181,Road,CO_RF,2011-07-01,2012-06-30
269,FR-R38R-58,LL Road Frame - Red- 58,187,Road,CO_RF,2012-07-01,
270,FR-R38R-60,LL Road Frame - Red- 60,181,Road,CO_RF,2011-07-01,2012-06-30
271,FR-R38R-60,LL Road Frame - Red- 60,187,Road,CO_RF,2012-07-01,
272,FR-R38R-62,LL Road Frame - Red- 62,181,Road,CO_RF,2011-07-01,2012-06-30
273,FR-R38R-62,LL Road Frame - Red- 62,187,Road,CO_RF,2012-07-01,
274,FR-R72R-44,ML Road Frame - Red- 44,352,Road,CO_RF,2011-07-01,
275,FR-R72R-48,ML Road Frame - Red- 48,352,Road,CO_RF,2011-07-01,
276,FR-R72R-52,ML Road Frame - Red- 52,352,Road,CO_RF,2011-07-01,
277,FR-R72R-58,ML Road Frame - Red- 58,352,Road,CO_RF,2011-07-01,
278,FR-R72R-60,ML Road Frame - Red- 60,352,Road,CO_RF,2011-07-01,
417,FR-R72Y-38,ML Road Frame-W - Yellow- 38,300,Road,CO_RF,2012-07-01,2013-06-30
418,FR-R72Y-38,ML Road Frame-W - Yellow- 38,361,Road,CO_RF,2013-07-01,
429,FR-R72Y-40,ML Road Frame-W - Yellow- 40,300,Road,CO_RF,2012-07-01,2013-06-30
430,FR-R72Y-40,ML Road Frame-W - Yellow- 40,361,Road,CO_RF,2013-07-01,
431,FR-R72Y-42,ML Road Frame-W - Yellow- 42,300,Road,CO_RF,2012-07-01,2013-06-30
432,FR-R72Y-42,ML Road Frame-W - Yellow- 42,361,Road,CO_RF,2013-07-01,
433,FR-R72Y-44,ML Road Frame-W - Yellow- 44,300,Road,CO_RF,2012-07-01,2013-06-30
434,FR-R72Y-44,ML Road Frame-W - Yellow- 44,361,Road,CO_RF,2013-07-01,
435,FR-R72Y-48,ML Road Frame-W - Yellow- 48,300,Road,CO_RF,2012-07-01,2013-06-30
436,FR-R72Y-48,ML Road Frame-W - Yellow- 48,361,Road,CO_RF,2013-07-01,
439,FR-R92B-44,HL Road Frame - Black- 44,722,Road,CO_RF,2012-07-01,2013-06-30
440,FR-R92B-44,HL Road Frame - Black- 44,869,Road,CO_RF,2013-07-01,
441,FR-R92B-48,HL Road Frame - Black- 48,722,Road,CO_RF,2012-07-01,2013-06-30
442,FR-R92B-48,HL Road Frame - Black- 48,869,Road,CO_RF,2013-07-01,
443,FR-R92B-52,HL Road Frame - Black- 52,722,Road,CO_RF,2012-07-01,2013-06-30
444,FR-R92B-52,HL Road Frame - Black- 52,869,Road,CO_RF,2013-07-01,
210,FR-R92B-58,HL Road Frame - Black- 58,0,Road,CO_RF,2003-07-01,
437,FR-R92B-62,HL Road Frame - Black- 62,722,Road,CO_RF,2012-07-01,2013-06-30
438,FR-R92B-62,HL Road Frame - Black- 62,869,Road,CO_RF,2013-07-01,
241,FR-R92R-44,HL Road Frame - Red- 44,748,Road,CO_RF,2011-07-01,2012-06-30
242,FR-R92R-44,HL Road Frame - Red- 44,722,Road,CO_RF,2012-07-01,2013-06-30
243,FR-R92R-44,HL Road Frame - Red- 44,869,Road,CO_RF,2013-07-01,
244,FR-R92R-48,HL Road Frame - Red- 48,748,Road,CO_RF,2011-07-01,2012-06-30
245,FR-R92R-48,HL Road Frame - Red- 48,722,Road,CO_RF,2012-07-01,2013-06-30
246,FR-R92R-48,HL Road Frame - Red- 48,869,Road,CO_RF,2013-07-01,
247,FR-R92R-52,HL Road Frame - Red- 52,748,Road,CO_RF,2011-07-01,2012-06-30
248,FR-R92R-52,HL Road Frame - Red- 52,722,Road,CO_RF,2012-07-01,2013-06-30
249,FR-R92R-52,HL Road Frame - Red- 52,869,Road,CO_RF,2013-07-01,
250,FR-R92R-56,HL Road Frame - Red- 56,748,Road,CO_RF,2011-07-01,2012-06-30
251,FR-R92R-56,HL Road Frame - Red- 56,722,Road,CO_RF,2012-07-01,2013-06-30
252,FR-R92R-56,HL Road Frame - Red- 56,869,Road,CO_RF,2013-07-01,
211,FR-R92R-58,HL Road Frame - Red- 58,0,Road,CO_RF,2003-07-01,
238,FR-R92R-62,HL Road Frame - Red- 62,748,Road,CO_RF,2011-07-01,2012-06-30
239,FR-R92R-62,HL Road Frame - Red- 62,722,Road,CO_RF,2012-07-01,2013-06-30
240,FR-R92R-62,HL Road Frame - Red- 62,869,Road,CO_RF,2013-07-01,
510,FR-T67U-44,LL Touring Frame - Blue- 44,200,Touring,CO_TF,2013-07-01,
502,FR-T67U-50,LL Touring Frame - Blue- 50,200,Touring,CO_TF,2013-07-01,
503,FR-T67U-54,LL Touring Frame - Blue- 54,200,Touring,CO_TF,2013-07-01,
504,FR-T67U-58,LL Touring Frame - Blue- 58,200,Touring,CO_TF,2013-07-01,
505,FR-T67U-62,LL Touring Frame - Blue- 62,200,Touring,CO_TF,2013-07-01,
506,FR-T67Y-44,LL Touring Frame - Yellow- 44,200,Touring,CO_TF,2013-07-01,
507,FR-T67Y-50,LL Touring Frame - Yellow- 50,200,Touring,CO_TF,2013-07-01,
508,FR-T67Y-54,LL Touring Frame - Yellow- 54,200,Touring,CO_TF,2013-07-01,
509,FR-T67Y-58,LL Touring Frame - Yellow- 58,200,Touring,CO_TF,2013-07-01,
493,FR-T67Y-62,LL Touring Frame - Yellow- 62,200,Touring,CO_TF,2013-07-01,
497,FR-T98U-46,HL Touring Frame - Blue- 46,602,Touring,CO_TF,2013-07-01,
498,FR-T98U-50,HL Touring Frame - Blue- 50,602,Touring,CO_TF,2013-07-01,
499,FR-T98U-54,HL Touring Frame - Blue- 54,602,Touring,CO_TF,2013-07-01,
500,FR-T98U-60,HL Touring Frame - Blue- 60,602,Touring,CO_TF,2013-07-01,
494,FR-T98Y-46,HL Touring Frame - Yellow- 46,602,Touring,CO_TF,2013-07-01,
495,FR-T98Y-50,HL Touring Frame - Yellow- 50,602,Touring,CO_TF,2013-07-01,
496,FR-T98Y-54,HL Touring Frame - Yellow- 54,602,Touring,CO_TF,2013-07-01,
492,FR-T98Y-60,HL Touring Frame - Yellow- 60,602,Touring,CO_TF,2013-07-01,
410,FW-M423,LL Mountain Front Wheel,27,Mountain,CO_WH,2012-07-01,
411,FW-M762,ML Mountain Front Wheel,93,Mountain,CO_WH,2012-07-01,
412,FW-M928,HL Mountain Front Wheel,133,Mountain,CO_WH,2012-07-01,
413,FW-R623,LL Road Front Wheel,38,Road,CO_WH,2012-07-01,
414,FW-R762,ML Road Front Wheel,110,Road,CO_WH,2012-07-01,
415,FW-R820,HL Road Front Wheel,147,Road,CO_WH,2012-07-01,
416,FW-T905,Touring Front Wheel,97,Touring,CO_WH,2012-07-01,
470,GL-F110-L,Full-Finger Gloves- L,16,Mountain,CL_GL,2012-07-01,
469,GL-F110-M,Full-Finger Gloves- M,16,Mountain,CL_GL,2012-07-01,
468,GL-F110-S,Full-Finger Gloves- S,16,Mountain,CL_GL,2012-07-01,
466,GL-H102-L,Half-Finger Gloves- L,10,Other Sales,CL_GL,2012-07-01,2013-06-30
467,GL-H102-L,Half-Finger Gloves- L,9,Other Sales,CL_GL,2013-07-01,
464,GL-H102-M,Half-Finger Gloves- M,10,Other Sales,CL_GL,2012-07-01,2013-06-30
465,GL-H102-M,Half-Finger Gloves- M,9,Other Sales,CL_GL,2013-07-01,
462,GL-H102-S,Half-Finger Gloves- S,10,Other Sales,CL_GL,2012-07-01,2013-06-30
463,GL-H102-S,Half-Finger Gloves- S,9,Other Sales,CL_GL,2013-07-01,
397,HB-M243,LL Mountain Handlebars,18,Mountain,CO_HB,2012-07-01,2013-06-30
398,HB-M243,LL Mountain Handlebars,20,Mountain,CO_HB,2013-07-01,
399,HB-M763,ML Mountain Handlebars,25,Mountain,CO_HB,2012-07-01,2013-06-30
400,HB-M763,ML Mountain Handlebars,27,Mountain,CO_HB,2013-07-01,
401,HB-M918,HL Mountain Handlebars,49,Mountain,CO_HB,2012-07-01,2013-06-30
402,HB-M918,HL Mountain Handlebars,53,Mountain,CO_HB,2013-07-01,
403,HB-R504,LL Road Handlebars,18,Road,CO_HB,2012-07-01,2013-06-30
404,HB-R504,LL Road Handlebars,20,Road,CO_HB,2013-07-01,
405,HB-R720,ML Road Handlebars,25,Road,CO_HB,2012-07-01,2013-06-30
406,HB-R720,ML Road Handlebars,27,Road,CO_HB,2013-07-01,
407,HB-R956,HL Road Handlebars,49,Road,CO_HB,2012-07-01,2013-06-30
408,HB-R956,HL Road Handlebars,53,Road,CO_HB,2013-07-01,
553,HB-T721,LL Touring Handlebars,20,Touring,CO_HB,2013-07-01,
554,HB-T928,HL Touring Handlebars,41,Touring,CO_HB,2013-07-01,
